#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN38540_c0_g5	SHO1_SCLS1^SHO1_SCLS1^Q:1342-353,H:1-317^68.142%ID^E:1.1e-138^RecName: Full=High osmolarity signaling protein sho1;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Sclerotinia
TRINITY_DN38541_c2_g1	.
TRINITY_DN38547_c0_g2	.
TRINITY_DN38501_c2_g1	TOR1_YEAST^TOR1_YEAST^Q:459-283,H:2412-2470^62.712%ID^E:2.51e-17^RecName: Full=Serine/threonine-protein kinase TOR1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN38545_c1_g1	SOD5_ARTBC^SOD5_ARTBC^Q:1079-621,H:117-298^40.11%ID^E:5.28e-35^RecName: Full=Cell surface Cu-only superoxide dismutase ARB_03674 {ECO:0000305};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Onygenales; Arthrodermataceae; Trichophyton
TRINITY_DN38545_c2_g2	SD11_ARATH^SD11_ARATH^Q:6-656,H:570-787^66.055%ID^E:2.29e-98^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase SD1-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38545_c3_g1	Y4230_ARATH^Y4230_ARATH^Q:347-3,H:693-808^55.172%ID^E:2.56e-39^RecName: Full=G-type lectin S-receptor-like serine/threonine-protein kinase At4g03230;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38545_c3_g2	.
TRINITY_DN38580_c1_g1	.
TRINITY_DN38585_c0_g1	PBL3_ARATH^PBL3_ARATH^Q:1022-315,H:182-426^76.327%ID^E:1.88e-117^RecName: Full=Probable serine/threonine-protein kinase PBL3 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PBL3_ARATH^PBL3_ARATH^Q:2216-1830,H:52-180^88.372%ID^E:4.9e-71^RecName: Full=Probable serine/threonine-protein kinase PBL3 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38585_c0_g1	PBL3_ARATH^PBL3_ARATH^Q:1022-315,H:182-426^76.327%ID^E:1.88e-117^RecName: Full=Probable serine/threonine-protein kinase PBL3 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`PBL3_ARATH^PBL3_ARATH^Q:2216-1830,H:52-180^88.372%ID^E:4.9e-71^RecName: Full=Probable serine/threonine-protein kinase PBL3 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38516_c0_g5	CUL1_ARATH^CUL1_ARATH^Q:240-1,H:78-157^58.75%ID^E:5.99e-42^RecName: Full=Cullin-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis`CUL1_ARATH^CUL1_ARATH^Q:503-291,H:6-76^52.113%ID^E:5.99e-42^RecName: Full=Cullin-1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38568_c0_g1	COMT1_CATRO^COMT1_CATRO^Q:937-173,H:11-265^60%ID^E:2.15e-112^RecName: Full=Caffeic acid 3-O-methyltransferase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Gentianales; Apocynaceae; Rauvolfioideae; Vinceae; Catharanthinae; Catharanthus
TRINITY_DN38568_c1_g1	COMT1_POPTM^COMT1_POPTM^Q:79-1173,H:3-363^56.712%ID^E:3.33e-135^RecName: Full=Caffeic acid 3-O-methyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Malpighiales; Salicaceae; Saliceae; Populus
TRINITY_DN38578_c3_g1	Y1719_ARATH^Y1719_ARATH^Q:2227-473,H:25-600^68.889%ID^E:0^RecName: Full=Probable inactive receptor kinase At1g27190;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38578_c3_g3	.
TRINITY_DN38578_c3_g4	YGVA_SCHPO^YGVA_SCHPO^Q:24-221,H:80-145^46.97%ID^E:1.25e-11^RecName: Full=CUE domain-containing protein C354.10;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN38578_c3_g5	.
TRINITY_DN38578_c3_g7	.
TRINITY_DN38582_c1_g2	.
TRINITY_DN38582_c1_g6	.
TRINITY_DN38582_c1_g8	.
TRINITY_DN38572_c0_g3	.
TRINITY_DN38572_c0_g4	RNHX1_ARATH^RNHX1_ARATH^Q:509-15,H:332-497^30.286%ID^E:5.01e-16^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38572_c0_g5	RNHX1_ARATH^RNHX1_ARATH^Q:2-481,H:27-188^38.889%ID^E:2.46e-28^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38572_c0_g7	RNHX1_ARATH^RNHX1_ARATH^Q:801-1,H:214-482^29.137%ID^E:3.06e-26^RecName: Full=Putative ribonuclease H protein At1g65750;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38529_c4_g1	.
TRINITY_DN38534_c0_g2	CTLHB_DICDI^CTLHB_DICDI^Q:263-1066,H:259-535^25.532%ID^E:5.09e-19^RecName: Full=CTL-like protein DDB_G0274487;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium
TRINITY_DN38534_c0_g3	.
TRINITY_DN38534_c0_g5	.
TRINITY_DN38558_c0_g3	.
TRINITY_DN38531_c1_g2	NSL1_ARATH^NSL1_ARATH^Q:24-1250,H:200-611^64.183%ID^E:0^RecName: Full=MACPF domain-containing protein NSL1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38589_c1_g1	DRL32_ARATH^DRL32_ARATH^Q:1150-188,H:156-482^39.82%ID^E:3.81e-65^RecName: Full=Probable disease resistance protein At5g43730;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38503_c0_g1	GSL_ARATH^GSL_ARATH^Q:1-444,H:10-155^49.664%ID^E:4.5e-40^RecName: Full=Probable 2-oxoacid dependent dioxygenase;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38503_c0_g6	ACH11_ARATH^ACH11_ARATH^Q:342-1,H:159-272^45.614%ID^E:4.36e-34^RecName: Full=1-aminocyclopropane-1-carboxylate oxidase homolog 11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN38563_c2_g4	PRP39_SCHPO^PRP39_SCHPO^Q:2022-319,H:10-594^48.469%ID^E:0^RecName: Full=Pre-mRNA-processing factor 39;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN93140_c0_g1	.
TRINITY_DN93171_c0_g1	MAM3_YEAST^MAM3_YEAST^Q:436-1146,H:82-315^66.667%ID^E:1.88e-107^RecName: Full=Protein MAM3;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN93141_c0_g1	TOM40_NEUCR^TOM40_NEUCR^Q:690-223,H:173-327^64.331%ID^E:2.78e-69^RecName: Full=Mitochondrial import receptor subunit tom40;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN93164_c0_g1	VRTJ_PENAE^VRTJ_PENAE^Q:98-1156,H:36-383^57.345%ID^E:4.3e-123^RecName: Full=Aldolase vrtJ {ECO:0000303|PubMed:20534346};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Penicillium
TRINITY_DN4672_c0_g1	RAB6_DROME^RAB6_DROME^Q:969-358,H:3-208^74.757%ID^E:1.21e-98^RecName: Full=Ras-related protein Rab6 {ECO:0000312|EMBL:AAF53168.1};^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora
TRINITY_DN4652_c0_g1	PLPL_EMENI^PLPL_EMENI^Q:1-927,H:321-632^79.167%ID^E:2.7e-177^RecName: Full=Patatin-like phospholipase domain-containing protein AN0408;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN28785_c0_g1	MED31_NEUCR^MED31_NEUCR^Q:93-413,H:14-120^67.29%ID^E:3.09e-47^RecName: Full=Mediator of RNA polymerase II transcription subunit 31;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN28785_c0_g1	MED31_NEUCR^MED31_NEUCR^Q:93-413,H:14-120^67.29%ID^E:3.09e-47^RecName: Full=Mediator of RNA polymerase II transcription subunit 31;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN28733_c0_g1	MKAR_BOTFB^MKAR_BOTFB^Q:860-192,H:108-330^80.269%ID^E:2.6e-133^RecName: Full=Very-long-chain 3-oxoacyl-CoA reductase {ECO:0000255|HAMAP-Rule:MF_03107};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Leotiomycetes; Helotiales; Sclerotiniaceae; Botrytis
TRINITY_DN28759_c0_g1	TF29_SCHPO^TF29_SCHPO^Q:5-565,H:574-776^36.715%ID^E:2.31e-36^RecName: Full=Transposon Tf2-9 polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN28702_c0_g1	.
TRINITY_DN28725_c0_g1	.
TRINITY_DN28720_c0_g1	.
TRINITY_DN28791_c0_g1	.
TRINITY_DN28750_c0_g1	ODO2_SCHPO^ODO2_SCHPO^Q:9-584,H:260-451^70.312%ID^E:1e-96^RecName: Full=Probable dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN28765_c0_g3	.
TRINITY_DN28773_c0_g1	TIM14_GIBZE^TIM14_GIBZE^Q:1174-932,H:26-105^76.543%ID^E:9.57e-37^RecName: Full=Mitochondrial import inner membrane translocase subunit TIM14;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium
TRINITY_DN28773_c0_g1	TIM14_GIBZE^TIM14_GIBZE^Q:1174-932,H:26-105^76.543%ID^E:9.57e-37^RecName: Full=Mitochondrial import inner membrane translocase subunit TIM14;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium
TRINITY_DN28755_c0_g1	RFA1_YEAST^RFA1_YEAST^Q:426-181,H:450-531^47.561%ID^E:9.82e-16^RecName: Full=Replication factor A protein 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN28756_c1_g2	FAH12_CLAPU^FAH12_CLAPU^Q:1250-6,H:54-468^64.578%ID^E:0^RecName: Full=Oleate hydroxylase FAH12 {ECO:0000303|PubMed:18467452};^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Clavicipitaceae; Claviceps
TRINITY_DN28790_c0_g1	YHI0_YEAST^YHI0_YEAST^Q:2119-581,H:184-688^57.588%ID^E:0^RecName: Full=Putative proline--tRNA ligase YHR020W;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN78933_c0_g1	MPD2_SCHPO^MPD2_SCHPO^Q:557-766,H:381-450^47.143%ID^E:7.29e-18^RecName: Full=GYF domain-containing protein mpd2;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24100_c0_g1	YAO6_SCHPO^YAO6_SCHPO^Q:841-290,H:198-381^55.978%ID^E:3.45e-57^RecName: Full=Uncharacterized transporter C11D3.06;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24107_c0_g1	.
TRINITY_DN24130_c0_g1	.
TRINITY_DN24120_c0_g1	HIS1_YARLI^HIS1_YARLI^Q:955-8,H:1-283^56.329%ID^E:1.53e-118^RecName: Full=ATP phosphoribosyltransferase;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia
TRINITY_DN24128_c0_g1	.
TRINITY_DN24174_c0_g1	CSN4_NEUCR^CSN4_NEUCR^Q:1251-628,H:224-433^65.714%ID^E:2.82e-81^RecName: Full=COP9 signalosome complex subunit 4;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN24174_c0_g1	CSN4_NEUCR^CSN4_NEUCR^Q:1251-628,H:224-433^65.714%ID^E:2.82e-81^RecName: Full=COP9 signalosome complex subunit 4;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN24109_c0_g1	RIFK_CHAGB^RIFK_CHAGB^Q:815-291,H:25-200^50.847%ID^E:1.17e-51^RecName: Full=Riboflavin kinase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; Chaetomium
TRINITY_DN24125_c0_g2	HMDH_GIBF5^HMDH_GIBF5^Q:1-993,H:847-1175^78.852%ID^E:2.56e-177^RecName: Full=3-hydroxy-3-methylglutaryl-coenzyme A reductase;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Hypocreomycetidae; Hypocreales; Nectriaceae; Fusarium; Fusarium fujikuroi species complex
TRINITY_DN24160_c0_g1	OMH4_SCHPO^OMH4_SCHPO^Q:832-170,H:257-434^38.288%ID^E:1.58e-46^RecName: Full=O-glycoside alpha-1,2-mannosyltransferase homolog 4;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24144_c0_g1	VID27_SCHPO^VID27_SCHPO^Q:1181-9,H:84-479^36.855%ID^E:4.09e-62^RecName: Full=Vacuolar import and degradation protein 27;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN10883_c0_g1	IST1_BOVIN^IST1_BOVIN^Q:1225-719,H:10-181^43.605%ID^E:3.99e-34^RecName: Full=IST1 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos
TRINITY_DN22008_c0_g1	.
TRINITY_DN37394_c0_g1	SAG39_ORYSI^SAG39_ORYSI^Q:103-420,H:145-249^58.879%ID^E:1.88e-36^RecName: Full=Senescence-specific cysteine protease SAG39 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BOP clade; Oryzoideae; Oryzeae; Oryzinae; Oryza; Oryza sativa
TRINITY_DN37394_c0_g8	SAG12_ARATH^SAG12_ARATH^Q:601-314,H:249-344^66.667%ID^E:1.1e-40^RecName: Full=Senescence-specific cysteine protease SAG12 {ECO:0000305};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37381_c3_g1	.
TRINITY_DN37381_c3_g1	.
TRINITY_DN37381_c3_g3	.
TRINITY_DN37381_c3_g4	YG31B_YEAST^YG31B_YEAST^Q:747-457,H:1083-1178^32.653%ID^E:1.08e-08^RecName: Full=Transposon Ty3-G Gag-Pol polyprotein;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN37330_c0_g1	.
TRINITY_DN37365_c2_g3	.
TRINITY_DN37365_c2_g4	NDRP1_ARATH^NDRP1_ARATH^Q:68-556,H:52-187^37.805%ID^E:7.85e-10^RecName: Full=Nodulin-related protein 1 {ECO:0000303|PubMed:20016941};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37365_c2_g6	ATL23_ARATH^ATL23_ARATH^Q:273-674,H:28-163^50.365%ID^E:1.16e-40^RecName: Full=E3 ubiquitin-protein ligase ATL23;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37362_c0_g1	SDO1L_SCHPO^SDO1L_SCHPO^Q:509-234,H:1-93^35.484%ID^E:2.1e-15^RecName: Full=SDO1-like protein C21C3.19;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37362_c1_g3	THIK_YARLI^THIK_YARLI^Q:1288-59,H:2-412^49.398%ID^E:9.34e-115^RecName: Full=3-ketoacyl-CoA thiolase, peroxisomal;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Dipodascaceae; Yarrowia
TRINITY_DN37304_c3_g2	PUB6_ARATH^PUB6_ARATH^Q:1995-118,H:147-771^65.102%ID^E:0^RecName: Full=U-box domain-containing protein 6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37345_c0_g1	GMGT1_CYATE^GMGT1_CYATE^Q:99-1,H:71-103^66.667%ID^E:1.7e-08^RecName: Full=Galactomannan galactosyltransferase 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Indigofereae; Cyamopsis
TRINITY_DN37345_c0_g5	RL38_NEUCR^RL38_NEUCR^Q:515-285,H:1-77^74.026%ID^E:7.07e-35^RecName: Full=60S ribosomal protein L38;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Sordariaceae; Neurospora
TRINITY_DN37395_c2_g6	.
TRINITY_DN37395_c2_g6	.
TRINITY_DN37347_c1_g5	PR1_ARATH^PR1_ARATH^Q:310-26,H:8-101^62.105%ID^E:1.65e-36^RecName: Full=Pathogenesis-related protein 1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN37371_c0_g3	.
TRINITY_DN37339_c2_g2	UBC8_SCHPO^UBC8_SCHPO^Q:157-603,H:1-149^84.564%ID^E:4.21e-94^RecName: Full=Ubiquitin-conjugating enzyme E2 8;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN37389_c1_g5	.
TRINITY_DN37389_c1_g6	ADRX_YEAST^ADRX_YEAST^Q:269-3,H:79-166^65.169%ID^E:4.11e-38^RecName: Full=Adrenodoxin homolog, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN37325_c4_g3	SUB2_CHAGB^SUB2_CHAGB^Q:181-1500,H:1-434^81.136%ID^E:0^RecName: Full=ATP-dependent RNA helicase SUB2;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Sordariomycetes; Sordariomycetidae; Sordariales; Chaetomiaceae; Chaetomium
TRINITY_DN37325_c4_g4	HMDH2_GOSHI^HMDH2_GOSHI^Q:596-3,H:367-564^86.869%ID^E:1.2e-103^RecName: Full=3-hydroxy-3-methylglutaryl-coenzyme A reductase 2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Malvales; Malvaceae; Malvoideae; Gossypium
