#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN24119_c0_g5	BTGC_ASPNC^BTGC_ASPNC^Q:854-276,H:481-678^40.865%ID^E:2.55e-36^RecName: Full=Putative glucan endo-1,3-beta-glucosidase btgC;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus`BTGC_ASPNC^BTGC_ASPNC^Q:871-1053,H:373-436^43.75%ID^E:2.8e-08^RecName: Full=Putative glucan endo-1,3-beta-glucosidase btgC;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN24132_c0_g1	.
TRINITY_DN24132_c0_g2	Y765_XYLFA^Y765_XYLFA^Q:463-50,H:3-108^34.058%ID^E:5.74e-10^RecName: Full=UPF0394 membrane protein XF_0765;^Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Xylella
TRINITY_DN24111_c2_g2	.
TRINITY_DN24111_c2_g3	.
TRINITY_DN24181_c2_g6	FK172_ARATH^FK172_ARATH^Q:195-31,H:67-121^76.364%ID^E:3.8e-09^RecName: Full=Peptidyl-prolyl cis-trans isomerase FKBP17-2, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24156_c1_g6	.
TRINITY_DN24176_c0_g1	SRP40_YEAST^SRP40_YEAST^Q:433-209,H:335-404^44%ID^E:3.72e-11^RecName: Full=Suppressor protein SRP40;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN24176_c0_g2	.
TRINITY_DN24176_c1_g1	BRAP_HUMAN^BRAP_HUMAN^Q:19-510,H:398-565^28.07%ID^E:1.21e-09^RecName: Full=BRCA1-associated protein;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN24176_c2_g1	NOB1_SCHPO^NOB1_SCHPO^Q:302-21,H:218-305^52.128%ID^E:5.48e-26^RecName: Full=20S-pre-rRNA D-site endonuclease nob1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24176_c3_g1	.
TRINITY_DN24169_c0_g1	AMT6_BACS7^AMT6_BACS7^Q:1676-159,H:36-516^45.898%ID^E:4.27e-155^RecName: Full=Glucan 1,4-alpha-maltohexaosidase;^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
TRINITY_DN24165_c2_g2	CBSX3_ARATH^CBSX3_ARATH^Q:1206-592,H:1-206^79.612%ID^E:1.1e-115^RecName: Full=CBS domain-containing protein CBSX3, mitochondrial;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24163_c0_g1	.
TRINITY_DN24163_c0_g4	C8D11_ARATH^C8D11_ARATH^Q:1041-277,H:253-497^50.588%ID^E:4.38e-76^RecName: Full=Cytochrome P450 81D11;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24199_c0_g1	GNA1_DICDI^GNA1_DICDI^Q:442-11,H:9-150^45.833%ID^E:1.49e-39^RecName: Full=Glucosamine 6-phosphate N-acetyltransferase 1;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium
TRINITY_DN24177_c0_g2	.
TRINITY_DN24177_c0_g3	.
TRINITY_DN24177_c0_g5	.
TRINITY_DN24177_c0_g6	THIE_CLONN^THIE_CLONN^Q:68-709,H:2-199^40.654%ID^E:4.12e-44^RecName: Full=Thiamine-phosphate synthase {ECO:0000255|HAMAP-Rule:MF_00097};^Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium
TRINITY_DN24192_c2_g1	RALF_TOBAC^RALF_TOBAC^Q:417-112,H:18-115^58.252%ID^E:1.43e-30^RecName: Full=Rapid alkalinization factor;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Nicotianoideae; Nicotianeae; Nicotiana
TRINITY_DN24192_c2_g4	.
TRINITY_DN24174_c0_g1	NDH1_YEAST^NDH1_YEAST^Q:578-333,H:112-198^47.126%ID^E:2.97e-16^RecName: Full=External NADH-ubiquinone oxidoreductase 1, mitochondrial;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN24113_c0_g2	IP5P7_ARATH^IP5P7_ARATH^Q:1456-455,H:277-594^75.821%ID^E:5.27e-175^RecName: Full=Type IV inositol polyphosphate 5-phosphatase 7 {ECO:0000303|PubMed:21677096};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24186_c0_g1	DHX35_HUMAN^DHX35_HUMAN^Q:7-2043,H:10-687^49.202%ID^E:0^RecName: Full=Probable ATP-dependent RNA helicase DHX35;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN24186_c0_g3	.
TRINITY_DN24138_c0_g4	SCONB_EMENI^SCONB_EMENI^Q:590-318,H:141-231^34.066%ID^E:9.96e-13^RecName: Full=Probable E3 ubiquitin ligase complex SCF subunit sconB;^Eukaryota; Fungi; Dikarya; Ascomycota; Pezizomycotina; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Aspergillaceae; Aspergillus
TRINITY_DN24149_c0_g1	.
TRINITY_DN24104_c0_g1	.
TRINITY_DN24104_c0_g2	CHR3_SCHPO^CHR3_SCHPO^Q:1072-2190,H:564-932^38.564%ID^E:4.22e-69^RecName: Full=Chitin synthase regulatory factor 3;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24104_c0_g3	IMB4_SCHPO^IMB4_SCHPO^Q:1867-560,H:644-1035^26.398%ID^E:1.88e-29^RecName: Full=Probable importin subunit beta-4;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24104_c0_g5	.
TRINITY_DN24189_c0_g1	YNG5_SCHPO^YNG5_SCHPO^Q:211-975,H:40-275^24.609%ID^E:1.42e-22^RecName: Full=Uncharacterized protein C691.05c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24189_c0_g2	.
TRINITY_DN24158_c0_g1	YAY8_SCHPO^YAY8_SCHPO^Q:77-913,H:10-285^49.643%ID^E:1.59e-91^RecName: Full=Uncharacterized oxidoreductase C4H3.08;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24197_c1_g1	COX1_USTMA^COX1_USTMA^Q:150-785,H:240-451^87.736%ID^E:3.69e-126^RecName: Full=Cytochrome c oxidase subunit 1;^Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Ustilago
TRINITY_DN24197_c1_g2	AI4_USTMA^AI4_USTMA^Q:3-611,H:328-529^53.695%ID^E:1.67e-59^RecName: Full=Probable intron-encoded endonuclease aI4;^Eukaryota; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales; Ustilaginaceae; Ustilago
TRINITY_DN24150_c0_g1	.
TRINITY_DN24150_c2_g2	HPR1_ARATH^HPR1_ARATH^Q:1416-259,H:1-386^90.674%ID^E:0^RecName: Full=Glycerate dehydrogenase HPR, peroxisomal;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24127_c0_g1	.
TRINITY_DN24172_c0_g1	.
TRINITY_DN24172_c1_g2	NAGK_DICDI^NAGK_DICDI^Q:952-611,H:80-181^37.069%ID^E:4.14e-07^RecName: Full=N-acetyl-D-glucosamine kinase;^Eukaryota; Amoebozoa; Mycetozoa; Dictyostelids; Dictyosteliales; Dictyosteliaceae; Dictyostelium
TRINITY_DN24172_c1_g3	.
TRINITY_DN24106_c0_g1	.
TRINITY_DN24106_c1_g1	HEM2_CANGA^HEM2_CANGA^Q:29-1012,H:14-340^63.222%ID^E:2.16e-135^RecName: Full=Delta-aminolevulinic acid dehydratase;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Nakaseomyces; Nakaseomyces/Candida clade
TRINITY_DN24106_c1_g1	HEM2_CANGA^HEM2_CANGA^Q:29-1012,H:14-340^63.222%ID^E:2.16e-135^RecName: Full=Delta-aminolevulinic acid dehydratase;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Nakaseomyces; Nakaseomyces/Candida clade
TRINITY_DN24106_c3_g3	.
TRINITY_DN24190_c0_g1	.
TRINITY_DN24117_c1_g3	.
TRINITY_DN24117_c1_g4	SMD1_MOUSE^SMD1_MOUSE^Q:125-409,H:1-95^75.789%ID^E:1.76e-31^RecName: Full=Small nuclear ribonucleoprotein Sm D1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN24117_c1_g4	SMD1_MOUSE^SMD1_MOUSE^Q:125-409,H:1-95^75.789%ID^E:1.76e-31^RecName: Full=Small nuclear ribonucleoprotein Sm D1;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN24175_c3_g2	ASPC1_HUMAN^ASPC1_HUMAN^Q:289-17,H:368-453^36.264%ID^E:3.48e-08^RecName: Full=Tether containing UBX domain for GLUT4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN24175_c3_g2	ASPC1_HUMAN^ASPC1_HUMAN^Q:289-17,H:368-453^36.264%ID^E:3.48e-08^RecName: Full=Tether containing UBX domain for GLUT4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN24175_c3_g4	.
TRINITY_DN24175_c3_g4	.
TRINITY_DN24145_c0_g2	CB11_SOLLC^CB11_SOLLC^Q:579-181,H:113-245^89.474%ID^E:5.31e-75^RecName: Full=Chlorophyll a-b binding protein 6A, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Solanales; Solanaceae; Solanoideae; Solaneae; Solanum; Lycopersicon
TRINITY_DN24170_c0_g5	PTR28_ARATH^PTR28_ARATH^Q:1460-3,H:9-488^65.021%ID^E:0^RecName: Full=Protein NRT1/ PTR FAMILY 5.6;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24170_c0_g10	TATA_PEA^TATA_PEA^Q:98-379,H:42-134^72.449%ID^E:6.39e-38^RecName: Full=Sec-independent protein translocase protein TATA, chloroplastic;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; Fabeae; Pisum
TRINITY_DN24105_c1_g4	.
TRINITY_DN24105_c1_g5	IAA26_ARATH^IAA26_ARATH^Q:861-298,H:82-267^61.78%ID^E:4.37e-66^RecName: Full=Auxin-responsive protein IAA26;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24109_c0_g2	PRS6B_MACFA^PRS6B_MACFA^Q:128-1273,H:38-418^78.01%ID^E:0^RecName: Full=26S proteasome regulatory subunit 6B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Cercopithecidae; Cercopithecinae; Macaca
TRINITY_DN24152_c0_g1	ATS1_SCHPO^ATS1_SCHPO^Q:1776-1303,H:3-160^38.994%ID^E:1.01e-28^RecName: Full=N-acetyltransferase ats1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24152_c0_g1	ATS1_SCHPO^ATS1_SCHPO^Q:1776-1303,H:3-160^38.994%ID^E:1.01e-28^RecName: Full=N-acetyltransferase ats1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24114_c2_g1	.
TRINITY_DN24140_c1_g1	RH21B_XENLA^RH21B_XENLA^Q:27-353,H:1210-1317^29.091%ID^E:9.43e-10^RecName: Full=Rho GTPase-activating protein 21-B;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
TRINITY_DN24140_c4_g3	UBP16_RAT^UBP16_RAT^Q:453-833,H:275-397^33.858%ID^E:7.99e-11^RecName: Full=Ubiquitin carboxyl-terminal hydrolase 16 {ECO:0000255|HAMAP-Rule:MF_03062};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Rattus
TRINITY_DN24140_c4_g4	F26_YEAST^F26_YEAST^Q:797-2062,H:13-424^52.246%ID^E:1.44e-144^RecName: Full=Fructose-2,6-bisphosphatase;^Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycetaceae; Saccharomyces
TRINITY_DN24140_c4_g6	.
TRINITY_DN24146_c0_g1	GRXS1_ARATH^GRXS1_ARATH^Q:166-462,H:4-102^51.515%ID^E:8.76e-31^RecName: Full=Monothiol glutaredoxin-S1;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24146_c0_g3	GRXS2_ARATH^GRXS2_ARATH^Q:166-438,H:12-102^56.044%ID^E:1.6e-30^RecName: Full=Monothiol glutaredoxin-S2;^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24146_c0_g4	GLD27_ARATH^GLD27_ARATH^Q:1232-309,H:1-327^68.196%ID^E:1.65e-138^RecName: Full=Protein CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27, chloroplastic {ECO:0000303|PubMed:23043051};^Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Camelineae; Arabidopsis
TRINITY_DN24129_c2_g2	.
TRINITY_DN24167_c0_g6	PXMP4_HUMAN^PXMP4_HUMAN^Q:828-274,H:38-203^28.108%ID^E:1.09e-17^RecName: Full=Peroxisomal membrane protein 4;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN24167_c0_g8	.
TRINITY_DN24161_c1_g1	TRA1_SCHPO^TRA1_SCHPO^Q:34-966,H:3393-3699^32.609%ID^E:5.31e-48^RecName: Full=Transcription-associated protein 1;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN24161_c1_g4	.
TRINITY_DN24161_c1_g6	.
