#gene_id	sprot_Top_BLASTX_hit
TRINITY_DN58650_c3_g1	.
TRINITY_DN58663_c6_g2	.
TRINITY_DN58648_c4_g1	.
TRINITY_DN58676_c6_g1	TIG_HALOH^TIG_HALOH^Q:1660-596,H:13-361^32.5%ID^E:1.61e-46^RecName: Full=Trigger factor {ECO:0000255|HAMAP-Rule:MF_00303};^Bacteria; Firmicutes; Clostridia; Halanaerobiales; Halanaerobiaceae; Halothermothrix
TRINITY_DN58636_c3_g1	.
TRINITY_DN58673_c2_g1	CCNB3_DROME^CCNB3_DROME^Q:907-32,H:268-556^56.566%ID^E:4.39e-92^RecName: Full=G2/mitotic-specific cyclin-B3;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora
TRINITY_DN58644_c3_g2	.
TRINITY_DN58612_c1_g1	.
TRINITY_DN58671_c1_g1	.
TRINITY_DN58632_c8_g2	.
TRINITY_DN58607_c2_g8	.
TRINITY_DN58607_c2_g12	.
TRINITY_DN58604_c2_g1	.
TRINITY_DN58677_c4_g4	.
TRINITY_DN58634_c0_g2	.
TRINITY_DN58606_c2_g1	.
TRINITY_DN58606_c2_g2	.
TRINITY_DN58606_c2_g4	.
TRINITY_DN58606_c2_g5	.
TRINITY_DN58674_c5_g3	.
TRINITY_DN58603_c1_g5	.
TRINITY_DN58637_c2_g10	.
TRINITY_DN58631_c3_g3	.
TRINITY_DN58631_c3_g4	.
TRINITY_DN58646_c0_g2	.
TRINITY_DN58646_c0_g3	.
TRINITY_DN58629_c3_g2	.
TRINITY_DN58694_c4_g1	TNNI_ASTLP^TNNI_ASTLP^Q:590-348,H:14-94^87.654%ID^E:5.71e-17^RecName: Full=Troponin I;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Astacoidea; Astacidae; Astacus
TRINITY_DN58653_c1_g1	.
TRINITY_DN58668_c4_g1	.
TRINITY_DN58668_c5_g1	.
TRINITY_DN58668_c5_g3	.
TRINITY_DN58695_c5_g1	NPL1B_XENLA^NPL1B_XENLA^Q:171-1,H:39-95^52.632%ID^E:4.14e-12^RecName: Full=Nucleosome assembly protein 1-like 1-B {ECO:0000250|UniProtKB:P55209, ECO:0000303|PubMed:7622566};^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Pipoidea; Pipidae; Xenopodinae; Xenopus; Xenopus
TRINITY_DN58698_c1_g2	.
TRINITY_DN58627_c4_g4	BCP_COXBU^BCP_COXBU^Q:73-504,H:5-148^50.694%ID^E:1.14e-44^RecName: Full=Putative peroxiredoxin bcp;^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
TRINITY_DN58627_c4_g4	BCP_COXBU^BCP_COXBU^Q:73-504,H:5-148^50.694%ID^E:1.14e-44^RecName: Full=Putative peroxiredoxin bcp;^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
TRINITY_DN58611_c2_g5	.
TRINITY_DN58664_c4_g2	PLPL8_RABIT^PLPL8_RABIT^Q:955-2,H:416-734^48.75%ID^E:1.27e-101^RecName: Full=Calcium-independent phospholipase A2-gamma;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Lagomorpha; Leporidae; Oryctolagus
TRINITY_DN58664_c4_g4	.
TRINITY_DN37356_c0_g1	REXO1_MOUSE^REXO1_MOUSE^Q:56-1486,H:781-1210^43.685%ID^E:3.79e-118^RecName: Full=RNA exonuclease 1 homolog;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN561_c0_g1	GATA_THISH^GATA_THISH^Q:3-410,H:348-483^66.176%ID^E:1.47e-61^RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit A {ECO:0000255|HAMAP-Rule:MF_00120};^Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio
TRINITY_DN561_c0_g1	GATA_THISH^GATA_THISH^Q:3-410,H:348-483^66.176%ID^E:1.47e-61^RecName: Full=Glutamyl-tRNA(Gln) amidotransferase subunit A {ECO:0000255|HAMAP-Rule:MF_00120};^Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Thioalkalivibrio
TRINITY_DN42887_c0_g1	.
TRINITY_DN34789_c0_g1	.
TRINITY_DN34787_c0_g1	CLOT_PENMO^CLOT_PENMO^Q:1092-37,H:351-679^19.209%ID^E:5.61e-15^RecName: Full=Hemolymph clottable protein;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Dendrobranchiata; Penaeoidea; Penaeidae; Penaeus
TRINITY_DN52709_c8_g1	.
TRINITY_DN52728_c5_g2	.
TRINITY_DN52796_c2_g4	RPOC_LEGPL^RPOC_LEGPL^Q:17-718,H:1166-1395^69.658%ID^E:2.42e-88^RecName: Full=DNA-directed RNA polymerase subunit beta' {ECO:0000255|HAMAP-Rule:MF_01322};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
TRINITY_DN52762_c4_g1	.
TRINITY_DN52762_c4_g3	.
TRINITY_DN52738_c0_g1	.
TRINITY_DN52727_c8_g4	.
TRINITY_DN52753_c1_g2	.
TRINITY_DN52799_c6_g1	.
TRINITY_DN52751_c2_g9	.
TRINITY_DN52754_c5_g7	.
TRINITY_DN52745_c3_g5	.
TRINITY_DN52719_c7_g3	.
TRINITY_DN52744_c2_g1	.
TRINITY_DN52739_c1_g1	RS4_MARHV^RS4_MARHV^Q:260-3,H:1-86^74.419%ID^E:6.19e-40^RecName: Full=30S ribosomal protein S4 {ECO:0000255|HAMAP-Rule:MF_01306};^Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Marinobacter
TRINITY_DN52764_c2_g2	.
TRINITY_DN52704_c4_g3	.
TRINITY_DN52731_c1_g1	ACTS_PLEWA^ACTS_PLEWA^Q:222-1,H:51-124^89.189%ID^E:1.01e-43^RecName: Full=Actin, alpha skeletal muscle;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Caudata; Salamandroidea; Salamandridae; Pleurodelinae; Pleurodeles
TRINITY_DN52725_c0_g5	.
TRINITY_DN52702_c4_g6	.
TRINITY_DN52752_c1_g2	.
TRINITY_DN52774_c1_g1	.
TRINITY_DN52774_c1_g4	CUPA2_CANPG^CUPA2_CANPG^Q:648-394,H:2-84^32.941%ID^E:3.6e-11^RecName: Full=Cuticle protein AM1159;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Brachyura; Eubrachyura; Cancroidea; Cancridae; Cancer
TRINITY_DN52774_c1_g5	.
TRINITY_DN52774_c1_g11	CUPA1_CANPG^CUPA1_CANPG^Q:188-484,H:1-91^42.424%ID^E:9.67e-17^RecName: Full=Cuticle protein AM/CP1114;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Brachyura; Eubrachyura; Cancroidea; Cancridae; Cancer
TRINITY_DN52774_c1_g15	.
TRINITY_DN52795_c10_g3	YKZ2_SCHPO^YKZ2_SCHPO^Q:88-519,H:3-146^31.944%ID^E:7.65e-20^RecName: Full=UPF0591 membrane protein C15E1.02c;^Eukaryota; Fungi; Dikarya; Ascomycota; Taphrinomycotina; Schizosaccharomycetes; Schizosaccharomycetales; Schizosaccharomycetaceae; Schizosaccharomyces
TRINITY_DN52795_c10_g5	.
TRINITY_DN52740_c3_g1	.
TRINITY_DN52736_c2_g5	.
TRINITY_DN52750_c0_g6	.
TRINITY_DN52785_c1_g1	.
TRINITY_DN52785_c1_g2	.
TRINITY_DN52785_c1_g4	AHPC_MYCTU^AHPC_MYCTU^Q:122-667,H:1-189^53.684%ID^E:5.55e-62^RecName: Full=Alkyl hydroperoxide reductase C;^Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex
TRINITY_DN52785_c1_g4	AHPC_MYCTU^AHPC_MYCTU^Q:122-667,H:1-189^53.684%ID^E:5.55e-62^RecName: Full=Alkyl hydroperoxide reductase C;^Bacteria; Actinobacteria; Corynebacteriales; Mycobacteriaceae; Mycobacterium; Mycobacterium tuberculosis complex
TRINITY_DN52716_c5_g1	.
TRINITY_DN47107_c0_g1	IDH_COXBU^IDH_COXBU^Q:29-1219,H:31-427^76.574%ID^E:0^RecName: Full=Isocitrate dehydrogenase [NADP];^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
TRINITY_DN47193_c0_g1	.
TRINITY_DN47151_c1_g1	.
TRINITY_DN47119_c0_g3	.
TRINITY_DN47191_c0_g1	.
TRINITY_DN47105_c0_g1	.
TRINITY_DN58276_c6_g4	.
TRINITY_DN58260_c3_g5	.
TRINITY_DN58243_c0_g1	.
TRINITY_DN58265_c0_g5	.
TRINITY_DN58219_c2_g1	.
TRINITY_DN58296_c1_g1	.
TRINITY_DN58222_c1_g1	.
TRINITY_DN58244_c10_g3	.
TRINITY_DN58288_c1_g1	.
TRINITY_DN58273_c0_g1	.
TRINITY_DN58277_c3_g1	.
TRINITY_DN58216_c1_g1	.
TRINITY_DN58232_c4_g1	.
TRINITY_DN58275_c0_g1	.
TRINITY_DN58229_c1_g2	.
TRINITY_DN58229_c1_g6	.
TRINITY_DN58229_c1_g9	.
TRINITY_DN58225_c5_g3	.
TRINITY_DN58237_c0_g1	.
TRINITY_DN58282_c0_g3	.
TRINITY_DN58282_c0_g4	.
TRINITY_DN58236_c7_g10	.
TRINITY_DN58286_c8_g3	GTAB_STAAW^GTAB_STAAW^Q:508-963,H:1-151^57.237%ID^E:2.18e-51^RecName: Full=UTP--glucose-1-phosphate uridylyltransferase;^Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
TRINITY_DN58286_c8_g3	GTAB_STAAW^GTAB_STAAW^Q:508-963,H:1-151^57.237%ID^E:2.18e-51^RecName: Full=UTP--glucose-1-phosphate uridylyltransferase;^Bacteria; Firmicutes; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
TRINITY_DN58287_c2_g1	.
TRINITY_DN58287_c2_g3	.
TRINITY_DN58253_c1_g1	.
TRINITY_DN58253_c1_g2	.
TRINITY_DN58253_c1_g3	.
TRINITY_DN58253_c1_g4	.
TRINITY_DN58253_c1_g6	.
TRINITY_DN58253_c1_g7	.
TRINITY_DN58253_c1_g8	.
TRINITY_DN58258_c7_g2	.
TRINITY_DN58258_c7_g6	.
TRINITY_DN58213_c4_g1	.
TRINITY_DN58202_c2_g1	.
TRINITY_DN58263_c2_g6	DUS8_MOUSE^DUS8_MOUSE^Q:261-10,H:16-99^39.286%ID^E:7.26e-15^RecName: Full=Dual specificity protein phosphatase 8;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus
TRINITY_DN58289_c3_g1	.
TRINITY_DN58201_c1_g1	.
TRINITY_DN58230_c1_g7	.
TRINITY_DN51812_c9_g1	.
TRINITY_DN51894_c0_g1	ODPA_CAEEL^ODPA_CAEEL^Q:164-646,H:6-169^61.212%ID^E:2.49e-62^RecName: Full=Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial;^Eukaryota; Metazoa; Ecdysozoa; Nematoda; Chromadorea; Rhabditida; Rhabditoidea; Rhabditidae; Peloderinae; Caenorhabditis
TRINITY_DN51873_c0_g1	ENO_HOMGA^ENO_HOMGA^Q:1607-312,H:1-432^87.5%ID^E:0^RecName: Full=Enolase;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Crustacea; Malacostraca; Eumalacostraca; Eucarida; Decapoda; Pleocyemata; Astacidea; Nephropoidea; Nephropidae; Homarus
TRINITY_DN51860_c0_g1	.
TRINITY_DN51860_c0_g2	.
TRINITY_DN51814_c3_g4	.
TRINITY_DN51882_c4_g5	.
TRINITY_DN51848_c0_g1	ACEA_BACHD^ACEA_BACHD^Q:38-400,H:68-188^73.554%ID^E:5.82e-57^RecName: Full=Isocitrate lyase {ECO:0000250|UniProtKB:P0A9G6};^Bacteria; Firmicutes; Bacilli; Bacillales; Bacillaceae; Bacillus
TRINITY_DN51862_c9_g2	.
TRINITY_DN51855_c8_g4	.
TRINITY_DN51897_c7_g1	.
TRINITY_DN51897_c8_g15	.
TRINITY_DN51807_c9_g1	.
TRINITY_DN51852_c4_g1	MP20_DROME^MP20_DROME^Q:12-173,H:131-184^61.111%ID^E:8.01e-15^RecName: Full=Muscle-specific protein 20;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Holometabola; Diptera; Brachycera; Muscomorpha; Ephydroidea; Drosophilidae; Drosophila; Sophophora
TRINITY_DN51813_c4_g2	.
TRINITY_DN51813_c4_g6	.
TRINITY_DN51813_c4_g7	.
TRINITY_DN51845_c6_g2	.
TRINITY_DN51856_c2_g1	BAX_BOVIN^BAX_BOVIN^Q:135-578,H:49-190^28.188%ID^E:3.23e-09^RecName: Full=Apoptosis regulator BAX;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Bovinae; Bos
TRINITY_DN51864_c5_g1	.
TRINITY_DN51816_c6_g9	.
TRINITY_DN51835_c4_g1	.
TRINITY_DN51832_c0_g2	SAHH_COXBN^SAHH_COXBN^Q:754-14,H:14-260^80.162%ID^E:2.31e-133^RecName: Full=Adenosylhomocysteinase {ECO:0000255|HAMAP-Rule:MF_00563};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Coxiellaceae; Coxiella
TRINITY_DN51834_c3_g1	.
TRINITY_DN51815_c1_g1	CRVP_TRILK^CRVP_TRILK^Q:375-7,H:81-188^33.333%ID^E:2.27e-12^RecName: Full=CRISP/Allergen/PR-1;^Eukaryota; Metazoa; Ecdysozoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Barychelidae; Trittame
TRINITY_DN51836_c7_g1	.
TRINITY_DN51837_c1_g2	.
TRINITY_DN51837_c1_g7	.
TRINITY_DN51819_c12_g2	.
TRINITY_DN51863_c4_g1	.
TRINITY_DN51874_c7_g4	.
TRINITY_DN51876_c0_g1	.
TRINITY_DN51849_c6_g5	.
TRINITY_DN51850_c2_g1	.
TRINITY_DN41045_c0_g1	.
TRINITY_DN41015_c0_g1	.
TRINITY_DN41088_c0_g1	.
TRINITY_DN41088_c0_g2	.
TRINITY_DN41061_c0_g1	LGT_LEGPA^LGT_LEGPA^Q:886-461,H:115-256^61.268%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella`LGT_LEGPA^LGT_LEGPA^Q:1229-876,H:1-118^71.186%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
TRINITY_DN41061_c0_g1	LGT_LEGPA^LGT_LEGPA^Q:886-461,H:115-256^61.268%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella`LGT_LEGPA^LGT_LEGPA^Q:1229-876,H:1-118^71.186%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
TRINITY_DN41061_c0_g1	LGT_LEGPA^LGT_LEGPA^Q:886-461,H:115-256^61.268%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella`LGT_LEGPA^LGT_LEGPA^Q:1229-876,H:1-118^71.186%ID^E:1.06e-90^RecName: Full=Prolipoprotein diacylglyceryl transferase {ECO:0000255|HAMAP-Rule:MF_01147};^Bacteria; Proteobacteria; Gammaproteobacteria; Legionellales; Legionellaceae; Legionella
TRINITY_DN41052_c0_g1	RM54_HUMAN^RM54_HUMAN^Q:232-405,H:64-120^44.828%ID^E:8.13e-09^RecName: Full=39S ribosomal protein L54, mitochondrial;^Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Haplorrhini; Catarrhini; Hominidae; Homo
TRINITY_DN6801_c0_g1	TPIS_NITOC^TPIS_NITOC^Q:298-537,H:1-79^39.024%ID^E:1.57e-14^RecName: Full=Triosephosphate isomerase {ECO:0000255|HAMAP-Rule:MF_00147};^Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Chromatiaceae; Nitrosococcus
TRINITY_DN58379_c2_g1	.
TRINITY_DN58386_c5_g1	.
TRINITY_DN58307_c0_g1	.
TRINITY_DN58377_c2_g1	.
TRINITY_DN58377_c3_g2	.
TRINITY_DN58377_c3_g4	.
TRINITY_DN58355_c4_g1	.
TRINITY_DN58372_c2_g6	TIG_HALHL^TIG_HALHL^Q:111-1394,H:1-433^34.921%ID^E:3.77e-73^RecName: Full=Trigger factor {ECO:0000255|HAMAP-Rule:MF_00303};^Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Halorhodospira
